public_metrics,text,conversation_id,edit_history_tweet_ids,lang,referenced_tweets,author_id,context_annotations,created_at,tweet_id,in_reply_to_user_id,geo,metrics,total_engagement,log_engage,processed_tweet,positive,neutral,negative
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 8}",@TinaKotek  Please sign the right to repair law and stop so much e-waste from killing the planet.,1.765147238966436e+18,['1765147238966436053'],en,,1.1698367364504494e+18,,2024-03-05T22:47:51.000Z,1765147238966436053,2835931010.0,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 8}",8,2.19722457733622,please sign right repair law stop much e waste killing planet,0.78687686,0.19132032,0.02180278
"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","RT @oeconline: Oregon House JUST passed ""Right to Repair."" The bill enables repairs on costly devices (cell phones, laptops). And, will red…",1.7651376824293545e+18,['1765137682429354386'],en,"[{'type': 'retweeted', 'id': '1764813348883910779'}]",36201983.0,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '159', 'name': 'States', 'description': 'States, provinces, or prefectures, like California or Fukushima Prefecture'}, 'entity': {'id': '1010254568087670785', 'name': 'Oregon', 'description': 'Oregon'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '848920700073123840', 'name': 'Cell Phones', 'description': 'Cell phones'}}]",2024-03-05T22:09:52.000Z,1765137682429354386,,,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",4,1.6094379124341005,rt oregon house passed right repair bill enables repair costly device cell phone laptop red,0.035649203,0.66892284,0.29542792
"{'retweet_count': 0, 'reply_count': 2, 'like_count': 9, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 509}","I found it cheaper and faster to buy this garbage JUST for the remote. Than to buy a new remote from Google, wait and say shipping and handle. 

This hub is E-waste outside of the remote https://t.co/ki0KZ70B1f",1.7651340421632942e+18,['1765134042163294245'],en,,1.0457467445192172e+18,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026378521', 'name': 'Google '}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '1395474411180892160', 'name': 'Google brand conversation'}}]",2024-03-05T21:55:24.000Z,1765134042163294245,,,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 9, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 509}",520,6.255750041753367,found cheaper faster buy garbage remote buy new remote google wait say shipping handle hub e waste outside remote,0.17496836,0.60966784,0.21536382
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 8}","@VerbatimEurope I just dusted off my Mediashare Wireless, and all support seems to have dropped off your website.  Do you have any firmware updates that will allow it to work with my iOS or Mac gear so it doesn't become e-waste?",1.7651337693069768e+18,['1765133769306976655'],en,,478954545.0,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '1347257866864873473', 'name': 'Apple Mac'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '165', 'name': 'Technology', 'description': 'for individual and types of technology, e.g., food technology, 3D printing'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10044903039', 'name': 'Apple - iOS'}}]",2024-03-05T21:54:19.000Z,1765133769306976655,90600618.0,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 8}",9,2.302585092994046,dusted mediashare wireless support seems dropped website firmware update allow work io mac gear become e waste,0.44047832,0.50457317,0.05494853
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 247}","Scientists use dairy waste to extract 22-carat gold from motherboards and other e-waste

Electronic waste is a growing problem. Each year, consumers produce millions of tons of used and broken electronics. Only a portion of the metals th... 
https://t.co/lAUF0PFhA0",1.7651321726696696e+18,['1765132172669669564'],en,,16070929.0,,2024-03-05T21:47:59.000Z,1765132172669669564,,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 247}",248,5.517452896464707,scientist use dairy waste extract 22 carat gold motherboards e waste electronic waste growing problem year consumer produce million ton used broken electronics portion metal th,0.6614275,0.3229866,0.015585866
"{'retweet_count': 7, 'reply_count': 0, 'like_count': 6, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1193}","Between its water use, energy use, e-waste, and need for critical minerals that could better be used on renewable energy, A.I. could trash our chances of a sustainable future. https://t.co/Y746jlmcSc #AI #ML #ArtificialIntelligence #MachineLearning #GenAI https://t.co/FEDrPUkqLe",1.765130172750054e+18,['1765130172750053849'],en,,35203319.0,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '1412579054855671809', 'name': 'Google Innovation'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1265415402915393537', 'name': 'Climate change'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1357523684357931013', 'name': 'Renewable energy'}}, {'domain': {'id': '165', 'name': 'Technology', 'description': 'for individual and types of technology, e.g., food technology, 3D printing'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '898654185146560512', 'name': 'Energy Technology', 'description': 'Energy Technology'}}, {'domain': {'id': '165', 'name': 'Technology', 'description': 'for individual and types of technology, e.g., food technology, 3D printing'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}]",2024-03-05T21:40:02.000Z,1765130172750053849,,,"{'retweet_count': 7, 'reply_count': 0, 'like_count': 6, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1193}",1206,7.095893221097532,water use energy use e waste need critical mineral could better used renewable energy could trash chance sustainable future,0.56483626,0.38003737,0.055126384
"{'retweet_count': 34, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","RT @_Georgeobeid: Pulling Gold Out Of E-Waste Suddenly Becomes Super-Profitable 
#Material #Gold #EWaste #BioTechnology #𝒟𝒾𝑒𝒷𝒪37 #𝒟𝒾𝑒𝒷𝒪1…",1.76512821044487e+18,['1765128210444870092'],en,"[{'type': 'retweeted', 'id': '1764661298854338678'}]",118870812.0,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '847896837532995585', 'name': 'Biology', 'description': 'Biology'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847529984717537280', 'name': 'Biotech and biomedical', 'description': 'Biotech and biomedical'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847896837532995585', 'name': 'Biology', 'description': 'Biology'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847529984717537280', 'name': 'Biotech and biomedical', 'description': 'Biotech and biomedical'}}]",2024-03-05T21:32:14.000Z,1765128210444870092,,,"{'retweet_count': 34, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",34,3.555348061489413,rt pulling gold e waste suddenly becomes super profitable,0.076413415,0.46323562,0.4603509
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 30}",remember to buy ur electronics refurbished to prevent e-waste and help save congo !!,1.7649027134214185e+18,['1765126523047326087'],en,"[{'type': 'replied_to', 'id': '1764902713421418536'}]",1.5422066040864932e+18,,2024-03-05T21:25:32.000Z,1765126523047326087,1.5422066040864932e+18,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 30}",32,3.49650756146648,remember buy ur electronics refurbished prevent e waste help save congo,0.1012544,0.600707,0.29803866
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1}","e-Waste Suddenly Becomes Super-Profitable
https://t.co/tchJlVbPNv",1.7651262550854943e+18,['1765126255085494636'],en,,196631240.0,,2024-03-05T21:24:28.000Z,1765126255085494636,,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1}",1,0.6931471805599453,e waste suddenly becomes super profitable,0.23669036,0.48377082,0.27953887
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 3}","Our #activities ranged from #informative &amp; interactive #sessions to exciting collection drives &amp; sparked conversations to drive responsible e-waste #disposal &amp; #recycling.

#officials #HimachalSPCB #MunicipalCouncil #ChooseLiFE #MissionLiFE https://t.co/emU8h0DFud",1.7599377357274644e+18,['1759937742878752884'],en,"[{'type': 'replied_to', 'id': '1759937739829428419'}]",8.50777146783957e+17,"[{'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '900740740468191232', 'name': 'Political issues', 'description': 'Political issues'}}]",2024-02-20T13:47:10.000Z,1759937742878752884,8.50777146783957e+17,,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 3}",4,1.6094379124341005,ranged amp interactive exciting collection drive amp sparked conversation drive responsible e waste amp,0.019399924,0.49184388,0.4887562
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 15, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 513}",At least this piece of e-waste has a potential future use-case now. https://t.co/nnGQNu6KAp,1.759934996653978e+18,['1759934996653978084'],en,"[{'type': 'quoted', 'id': '1759627938910089575'}]",3906705990.0,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696940178935808', 'name': 'Gaming Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games - Entertainment'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10027048853', 'name': 'PlayStation'}}, {'domain': {'id': '79', 'name': 'Video Game Hardware', 'description': 'Video Game Hardware'}, 'entity': {'id': '10027048853', 'name': 'PlayStation'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10027048853', 'name': 'PlayStation'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847527650667094017', 'name': 'Gaming', 'description': 'Gaming'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1070028159964262400', 'name': 'Video games'}}]",2024-02-20T13:36:15.000Z,1759934996653978084,,,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 15, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 513}",529,6.272877006546167,least piece e waste potential future use case,0.4164281,0.5268844,0.056687612
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 3}","2. Clampdown On Illegal Imports Of Toxic Electronic Waste By The Federal Government Of Nigeria

On this day in 2009, the Federal government ordered Customs Service, security and environmental agencies to clamp down on illegal imports of potentially toxic electronic waste. https://t.co/e2wkC88TRv",1.7599287465999117e+18,['1759928752350314812'],en,"[{'type': 'replied_to', 'id': '1759928746599911650'}]",1.6620497757625262e+18,,2024-02-20T13:11:27.000Z,1759928752350314812,1.6620497757625262e+18,,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 3}",4,1.6094379124341005,2 clampdown illegal import toxic electronic waste federal government nigeria day 2009 federal government ordered custom service security environmental agency clamp illegal import potentially toxic electronic waste,0.54368937,0.44455945,0.011751184
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","RT @IITGuwahati: At  Kriti 2024, IITG's Techboard witnessed an inspiring showcase of environmental dedication. Prakriti Club's relentless e…",1.7599286594677105e+18,['1759928659467710494'],en,"[{'type': 'retweeted', 'id': '1759552334018089032'}]",1.392366680718807e+18,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1552291412820893697', 'name': 'Education Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to education such as colleges, school material, schools'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1307971446686195712', 'name': 'Indian Institutes of Technology (IITs)'}}, {'domain': {'id': '157', 'name': 'Colleges & Universities', 'description': 'Colleges & universities around the world'}, 'entity': {'id': '1307971446686195712', 'name': 'Indian Institutes of Technology (IITs)'}}]",2024-02-20T13:11:04.000Z,1759928659467710494,,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",0,0.0,rt kriti 2024 iitg techboard witnessed inspiring showcase environmental dedication prakriti club relentless e,0.009042288,0.48060107,0.5103566
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 2}",@LittleChicken__ Make sure to follow me for more updates on how blockchain is revolutionizing e-waste recovery in the electronics industry.,1.7598427124532718e+18,['1759924872833085528'],en,"[{'type': 'replied_to', 'id': '1759842712453271916'}]",7.084664421911101e+17,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696848252391426', 'name': 'Financial Services Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks '}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '781974596148793345', 'name': 'Business & finance'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '857879456773357569', 'name': 'Technology', 'description': 'Technology'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1001503516555337728', 'name': 'Blockchain', 'description': 'Blockchain'}}, {'domain': {'id': '165', 'name': 'Technology', 'description': 'for individual and types of technology, e.g., food technology, 3D printing'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}]",2024-02-20T12:56:02.000Z,1759924872833085528,194280173.0,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 2}",2,1.0986122886681098,make sure follow update blockchain revolutionizing e waste recovery electronics industry,0.009118847,0.48333436,0.50754684
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1}",@1606Medina Make sure to follow me for more updates on blockchain technology and responsible e-waste management solutions. Let's work together for a greener future!,1.759840140531573e+18,['1759923597433250213'],en,"[{'type': 'replied_to', 'id': '1759840140531572899'}]",2379610741.0,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696848252391426', 'name': 'Financial Services Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks '}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '1412579054855671809', 'name': 'Google Innovation'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '781974596148793345', 'name': 'Business & finance'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '857879456773357569', 'name': 'Technology', 'description': 'Technology'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1001503516555337728', 'name': 'Blockchain', 'description': 'Blockchain'}}, {'domain': {'id': '165', 'name': 'Technology', 'description': 'for individual and types of technology, e.g., food technology, 3D printing'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}]",2024-02-20T12:50:58.000Z,1759923597433250213,456020666.0,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1}",1,0.6931471805599453,make sure follow update blockchain technology responsible e waste management solution let work together greener future,0.0076711285,0.25149232,0.74083656
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1}",@1606Medina Impressive use of blockchain technology for responsible e-waste management. Keep up the good work and follow me for more updates!,1.759840140531573e+18,['1759923329803202989'],en,"[{'type': 'replied_to', 'id': '1759840140531572899'}]",7.084664421911101e+17,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696848252391426', 'name': 'Financial Services Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks '}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '781974596148793345', 'name': 'Business & finance'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '857879456773357569', 'name': 'Technology', 'description': 'Technology'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1001503516555337728', 'name': 'Blockchain', 'description': 'Blockchain'}}, {'domain': {'id': '165', 'name': 'Technology', 'description': 'for individual and types of technology, e.g., food technology, 3D printing'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}]",2024-02-20T12:49:54.000Z,1759923329803202989,456020666.0,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1}",1,0.6931471805599453,impressive use blockchain technology responsible e waste management keep good work follow update,0.0034703691,0.056638204,0.9398914
"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","RT @moefcc: #MissionLiFE aims to reduce E-Waste through the following steps:

✅ Repair and use electronic devices over discarding the devic…",1.7599214113748503e+18,['1759921411374850344'],en,"[{'type': 'retweeted', 'id': '1759908895336657191'}]",7.871793262151148e+17,,2024-02-20T12:42:16.000Z,1759921411374850344,,,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",4,1.6094379124341005,rt aim reduce e waste following step repair use electronic device discarding devic,0.17293365,0.7023209,0.124745496
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 59}","Weekly disposable vape count for w/e Sunday 18 Feb 2024: 36

Single-use vapes are electronic waste.

So if you find a discarded vape in the street, please put it a special e-waste recycling bin: or a battery bin like the ones you find in supermarkets.
#BanDisposableVapes #NoVapes https://t.co/cfJps5jqOL https://t.co/vN9xk3o2Qh",1.7599213884066245e+18,['1759921388406624299'],en,"[{'type': 'quoted', 'id': '1759307478880199070'}]",20607434.0,"[{'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '1047109035600764929', 'name': 'Vaping', 'description': 'Vaping'}}]",2024-02-20T12:42:11.000Z,1759921388406624299,,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 59}",59,4.0943445622221,weekly disposable vape count w e sunday 18 feb 2024 36 single use vapes electronic waste find discarded vape street please put special e waste recycling bin battery bin like one find supermarket,0.4909227,0.4732098,0.035867535
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1}",@Kwang2527Thong This is a great innovative approach to reducing e-waste! It's good to see technology being used to make a positive impact on the environment.,1.7598479286071913e+18,['1759918045449851178'],en,"[{'type': 'replied_to', 'id': '1759847928607191400'}]",1.724418472170369e+18,,2024-02-20T12:28:54.000Z,1759918045449851178,244065833.0,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1}",1,0.6931471805599453,great innovative approach reducing e waste good see technology used make positive impact environment,0.0051168995,0.05531502,0.9395681
